text,label_str,source,priority,label,weight
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral,allagree,1,1,1.0
Lean System supports change management and component purchasing extremely well .,positive,75agree,2,2,0.7
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",neutral,75agree,2,1,0.7
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral,allagree,1,1,1.0
"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive,75agree,2,2,0.7
"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral,allagree,1,1,1.0
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive,allagree,1,2,1.0
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive,75agree,2,2,0.7
The contract will take effect in 2009 for a five or ten year period .,neutral,allagree,1,1,1.0
What we think ?,neutral,allagree,1,1,1.0
"The Company serves approximately 3,000 customers in over 100 countries .",neutral,allagree,1,1,1.0
"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral,75agree,2,1,0.7
The company said that it has agreed to a EUR160m unsecured credit line from lenders .,neutral,75agree,2,1,0.7
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,allagree,1,1,1.0
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",neutral,allagree,1,1,1.0
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,positive,allagree,1,2,1.0
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,neutral,75agree,2,1,0.7
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",positive,75agree,2,2,0.7
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive,allagree,1,2,1.0
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,negative,75agree,2,0,0.7
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added .",neutral,75agree,2,1,0.7
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",positive,75agree,2,2,0.7
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,neutral,allagree,1,1,1.0
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",neutral,allagree,1,1,1.0
"In addition , the company is considering the start of production in Russia .",neutral,allagree,1,1,1.0
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral,allagree,1,1,1.0
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",positive,allagree,1,2,1.0
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",negative,75agree,2,0,0.7
Earnings per share EPS amounted to EUR0 .01 .,neutral,allagree,1,1,1.0
Philips was not available to comment on the report .,neutral,75agree,2,1,0.7
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,allagree,1,1,1.0
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",neutral,75agree,2,1,0.7
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,allagree,1,0,1.0
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral,75agree,2,1,0.7
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",neutral,allagree,1,1,1.0
More than 80 special events in the three counties during four months were hosted by the library system and its nine branch libraries .,neutral,allagree,1,1,1.0
Reported operating margin was a negative 5.9 % .,negative,allagree,1,0,1.0
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",positive,allagree,1,2,1.0
Deliveries by Outotec will take place over 30 months .,neutral,allagree,1,1,1.0
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,allagree,1,2,1.0
The number of customers is one of the most important parameters in determining the price of electricity networks .,neutral,allagree,1,1,1.0
"Its annual capacity is some 10,000 MW .",neutral,allagree,1,1,1.0
"Cencorp , headquartered in Virkkala , Finland , develops and supplies automation solutions to the electronics and semiconductor industry that enhance productivity .",neutral,75agree,2,1,0.7
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',positive,75agree,2,2,0.7
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative,allagree,1,0,1.0
"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",neutral,allagree,1,1,1.0
The expansion will be delivered in the fourth quarter of 2006 .,neutral,75agree,2,1,0.7
"In a release , the Company said that Vocollect T2 customers in North America can now take advantage of its Voice Directed Warehousing solution and increase warehouse efficiency and productivity gains at a discounted price .",positive,75agree,2,2,0.7
Industry Investment is very interested in Glaston 's solar energy projects .,positive,75agree,2,2,0.7
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",neutral,75agree,2,1,0.7
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive,allagree,1,2,1.0
"The share capital of Basware Corporation is 11,720,829 .",neutral,allagree,1,1,1.0
Operating profit of the Asian plants grew markedly .,positive,allagree,1,2,1.0
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral,75agree,2,1,0.7
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative,allagree,1,0,1.0
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,neutral,75agree,2,1,0.7
"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % .",negative,allagree,1,0,1.0
The reductions will be concluded by autumn 2010 .,neutral,allagree,1,1,1.0
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive,allagree,1,2,1.0
"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .",positive,allagree,1,2,1.0
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,allagree,1,2,1.0
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral,75agree,2,1,0.7
"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive,allagree,1,2,1.0
The new SEPA cads will replace Finnish bank cards .,neutral,allagree,1,1,1.0
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",positive,allagree,1,2,1.0
"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",neutral,allagree,1,1,1.0
"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan .",neutral,75agree,2,1,0.7
Travel expenses would be reimbursed in accordance with the travel policy of the company .,neutral,75agree,2,1,0.7
"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",neutral,allagree,1,1,1.0
Raute is listed on the Nordic exchange in Helsinki .,neutral,allagree,1,1,1.0
"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",neutral,75agree,2,1,0.7
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",negative,allagree,1,0,1.0
"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .",positive,allagree,1,2,1.0
The phones are targeted at first time users in growth markets .,neutral,allagree,1,1,1.0
The contract is worth some EUR 1 million .,neutral,allagree,1,1,1.0
"The total investment necessary will be EUR40m , the company estimated .",neutral,allagree,1,1,1.0
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,neutral,allagree,1,1,1.0
The Finnish textiles and clothing company Marimekko Corporation ( OMX Helsinki : MMO1V ) reported on Wednesday ( 5 November ) an operating profit of EUR8 .1 m on net sales of EUR59m for the period from January to September 2008 .,neutral,75agree,2,1,0.7
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",positive,allagree,1,2,1.0
The passenger tunnel is expected to be put into operation in 2009 .,neutral,allagree,1,1,1.0
"Finnish IT consultancy Satama Interactive Oyj posted a net profit of 1.4 mln euro $ 2.0 mln for the first nine months of 2007 , compared to a net loss of 462,000 euro $ 664,000 for the same period of 2006 .",positive,allagree,1,2,1.0
